sentence_id,token_idx,token,pos,head_idx,head_token,rel
1,60,也,d,0,ROOT,_
1,61,没有,d,0,ROOT,_
1,62,洗,v,0,ROOT,_
1,63,。,wp,0,ROOT,_
1,64,他,r,0,ROOT,_
1,65,对,p,0,ROOT,_
1,66,人,n,0,ROOT,_
1,67,说话,v,0,ROOT,_
1,68,，,wp,0,ROOT,_
1,69,总是,d,0,ROOT,_
1,70,满,a,0,ROOT,_
1,71,口之乎,n,0,ROOT,_
1,72,者,k,0,ROOT,_
1,73,也,d,0,ROOT,_
1,74,，,wp,0,ROOT,_
1,75,教,v,0,ROOT,_
1,76,人,n,0,ROOT,_
1,77,半,m,0,ROOT,_
1,78,懂,v,0,ROOT,_
1,79,不,d,0,ROOT,_
1,80,懂,v,0,ROOT,_
1,81,的,u,0,ROOT,_
1,82,。,wp,0,ROOT,_
1,83,因为,c,0,ROOT,_
1,84,他,r,0,ROOT,_
1,85,姓,v,0,ROOT,_
1,86,孔,nh,0,ROOT,_
1,87,，,wp,0,ROOT,_
1,88,别人,r,0,ROOT,_
1,89,便,d,0,ROOT,_
1,90,从,p,0,ROOT,_
1,91,描,v,0,ROOT,_
1,92,红,a,0,ROOT,_
1,93,纸,n,0,ROOT,_
1,94,上,nd,0,ROOT,_
1,95,的,u,0,ROOT,_
1,96,“,wp,0,ROOT,_
1,97,上,v,0,ROOT,_
1,98,大人,n,0,ROOT,_
1,99,孔乙己,nh,0,ROOT,_
1,100,”,wp,0,ROOT,_
1,101,这,r,0,ROOT,_
1,102,半,m,0,ROOT,_
1,103,懂,v,0,ROOT,_
1,104,不,d,0,ROOT,_
1,105,懂,v,0,ROOT,_
1,106,的,u,0,ROOT,_
1,107,话,n,0,ROOT,_
1,108,里,nd,0,ROOT,_
1,109,，,wp,0,ROOT,_
1,110,替,p,0,ROOT,_
1,111,他,r,0,ROOT,_
1,112,取,v,0,ROOT,_
1,113,下,v,0,ROOT,_
1,114,一个,m,0,ROOT,_
1,115,绰号,n,0,ROOT,_
1,116,，,wp,0,ROOT,_
1,117,叫作,v,0,ROOT,_
1,118,孔乙己,nh,0,ROOT,_
1,119,。,wp,0,ROOT,_
1,120,孔乙己,nh,0,ROOT,_
1,121,一,d,0,ROOT,_
1,122,到,v,0,ROOT,_
1,123,店,n,0,ROOT,_
1,124,，,wp,0,ROOT,_
1,125,所有,b,0,ROOT,_
1,126,喝,v,0,ROOT,_
1,127,酒,n,0,ROOT,_
1,128,的,u,0,ROOT,_
1,129,人,n,0,ROOT,_
1,130,便,d,0,ROOT,_
1,131,都,d,0,ROOT,_
1,132,看,v,0,ROOT,_
1,133,着,u,0,ROOT,_
1,134,他,r,0,ROOT,_
1,135,笑,v,0,ROOT,_
1,136,，,wp,0,ROOT,_
1,137,有的,r,0,ROOT,_
1,138,叫,v,0,ROOT,_
1,139,道,v,0,ROOT,_
1,140,，,wp,0,ROOT,_
1,141,“,wp,0,ROOT,_
1,142,孔乙己,nh,0,ROOT,_
1,143,，,wp,0,ROOT,_
1,144,你,r,0,ROOT,_
1,145,脸上,nl,0,ROOT,_
1,146,又,d,0,ROOT,_
1,147,添,v,0,ROOT,_
1,148,上,v,0,ROOT,_
1,149,新,a,0,ROOT,_
1,150,伤疤,n,0,ROOT,_
1,151,了,u,0,ROOT,_
1,152,!,wp,0,ROOT,_
1,153,”,wp,0,ROOT,_
1,154,他,r,0,ROOT,_
1,155,不,d,0,ROOT,_
1,156,回答,v,0,ROOT,_
1,157,，,wp,0,ROOT,_
1,158,对,p,0,ROOT,_
1,159,柜里,n,0,ROOT,_
1,160,说,v,0,ROOT,_
1,161,，,wp,0,ROOT,_
1,162,“,wp,0,ROOT,_
1,163,温,v,0,ROOT,_
1,164,两,m,0,ROOT,_
1,165,碗,q,0,ROOT,_
1,166,酒,n,0,ROOT,_
1,167,，,wp,0,ROOT,_
1,168,要,v,0,ROOT,_
1,169,一,m,0,ROOT,_
1,170,碟,q,0,ROOT,_
1,171,茴香豆,n,0,ROOT,_
1,172,。,wp,0,ROOT,_
1,173,”,wp,0,ROOT,_
1,174,便,d,0,ROOT,_
1,175,排,v,0,ROOT,_
1,176,出,v,0,ROOT,_
1,177,九文,m,0,ROOT,_
1,178,大钱,a,0,ROOT,_
1,179,。,wp,0,ROOT,_
1,180,他们,r,0,ROOT,_
1,181,又,d,0,ROOT,_
1,182,故意,v,0,ROOT,_
1,183,的,u,0,ROOT,_
1,184,高声,d,0,ROOT,_
1,185,嚷,v,0,ROOT,_
1,186,道,v,0,ROOT,_
1,187,，,wp,0,ROOT,_
1,188,“,wp,0,ROOT,_
1,189,你,r,0,ROOT,_
1,190,一定,d,0,ROOT,_
1,191,又,d,0,ROOT,_
1,192,偷,v,0,ROOT,_
1,193,了,u,0,ROOT,_
1,194,人家,n,0,ROOT,_
1,195,的,u,0,ROOT,_
1,196,东西,n,0,ROOT,_
1,197,了,u,0,ROOT,_
1,198,!,wp,0,ROOT,_
1,199,”,wp,0,ROOT,_
1,200,孔乙己,nh,0,ROOT,_
1,201,睁,v,0,ROOT,_
1,202,大,a,0,ROOT,_
1,203,眼睛,n,0,ROOT,_
1,204,说,v,0,ROOT,_
1,205,，,wp,0,ROOT,_
1,206,“,wp,0,ROOT,_
1,207,你,r,0,ROOT,_
1,208,怎么,r,0,ROOT,_
1,209,这样,r,0,ROOT,_
1,210,凭空,p,0,ROOT,_
1,211,污人,n,0,ROOT,_
1,212,清白,z,0,ROOT,_
1,213,……”“,wp,0,ROOT,_
1,214,什么,r,0,ROOT,_
1,215,清白,a,0,ROOT,_
1,216,?,wp,0,ROOT,_
1,217,我,r,0,ROOT,_
1,218,前天,nt,0,ROOT,_
1,219,亲眼,a,0,ROOT,_
1,220,见,v,0,ROOT,_
1,221,你,r,0,ROOT,_
1,222,偷,v,0,ROOT,_
1,223,了,u,0,ROOT,_
1,224,何家,r,0,ROOT,_
1,225,的,u,0,ROOT,_
1,226,书,n,0,ROOT,_
1,227,，,wp,0,ROOT,_
1,228,吊,v,0,ROOT,_
1,229,着,u,0,ROOT,_
1,230,打,v,0,ROOT,_
1,231,。,wp,0,ROOT,_
1,232,”,wp,0,ROOT,_
1,233,孔,nh,0,ROOT,_
1,234,乙己,n,0,ROOT,_
1,235,便,d,0,ROOT,_
1,236,涨,v,0,ROOT,_
1,237,红,a,0,ROOT,_
1,238,了,u,0,ROOT,_
1,239,脸,n,0,ROOT,_
1,240,，额,wp,0,ROOT,_
1,241,上,nd,0,ROOT,_
1,242,的,u,0,ROOT,_
1,243,青,a,0,ROOT,_
1,244,筋条条,n,0,ROOT,_
1,245,绽,v,0,ROOT,_
1,246,出,v,0,ROOT,_
1,247,，,wp,0,ROOT,_
1,248,争,v,0,ROOT,_
1,249,辩道,v,0,ROOT,_
1,250,，,wp,0,ROOT,_
1,251,“,wp,0,ROOT,_
1,252,窃,v,0,ROOT,_
1,253,书,n,0,ROOT,_
1,254,不,d,0,ROOT,_
1,255,能,v,0,ROOT,_
1,256,算,v,0,ROOT,_
1,257,偷,v,0,ROOT,_
1,258,…,wp,0,ROOT,_
1,259,…,wp,0,ROOT,_
1,260,窃,v,0,ROOT,_
1,261,书,n,0,ROOT,_
1,262,!,wp,0,ROOT,_
1,263,读,v,0,ROOT,_
1,264,书,n,0,ROOT,_
1,265,人,n,0,ROOT,_
1,266,的,u,0,ROOT,_
1,267,事,n,0,ROOT,_
1,268,，,wp,0,ROOT,_
1,269,能,v,0,ROOT,_
1,270,算,v,0,ROOT,_
1,271,偷,v,0,ROOT,_
1,272,么,u,0,ROOT,_
1,273,?,wp,0,ROOT,_
1,274,”,wp,0,ROOT,_
1,275,接,c,0,ROOT,_
1,276,连,u,0,ROOT,_
1,277,便,d,0,ROOT,_
1,278,是,v,0,ROOT,_
1,279,难,a,0,ROOT,_
1,280,懂,v,0,ROOT,_
1,281,的,u,0,ROOT,_
1,282,话,n,0,ROOT,_
1,283,，,wp,0,ROOT,_
1,284,什么,r,0,ROOT,_
1,285,“,wp,0,ROOT,_
1,286,君子,n,0,ROOT,_
1,287,固,a,0,ROOT,_
1,288,穷,a,0,ROOT,_
1,289,”,wp,0,ROOT,_
1,290,，,wp,0,ROOT,_
1,291,什么,r,0,ROOT,_
1,292,“者乎,wp,0,ROOT,_
1,293,”,wp,0,ROOT,_
1,294,之,r,0,ROOT,_
1,295,类,n,0,ROOT,_
1,296,，,wp,0,ROOT,_
1,297,引,v,0,ROOT,_
1,298,得,u,0,ROOT,_
1,299,众,n,0,ROOT,_
1,300,人,n,0,ROOT,_
1,301,都,d,0,ROOT,_
1,302,哄笑,v,0,ROOT,_
1,303,起来,v,0,ROOT,_
1,304,：,wp,0,ROOT,_
1,305,店,n,0,ROOT,_
1,306,内外,nd,0,ROOT,_
1,307,充满,v,0,ROOT,_
1,308,了,u,0,ROOT,_
1,309,快活,a,0,ROOT,_
1,310,的,u,0,ROOT,_
1,311,空气,n,0,ROOT,_
1,312,。,wp,0,ROOT,_
