sentence_id,token_idx,token,pos,head_idx,head_token,rel
2,34,各国,r,0,ROOT,_
2,35,载人,b,0,ROOT,_
2,36,航天器,n,0,ROOT,_
2,37,及,c,0,ROOT,_
2,38,相关,v,0,ROOT,_
2,39,产品,n,0,ROOT,_
2,40,开展,v,0,ROOT,_
2,41,安全性,n,0,ROOT,_
2,42,工作,v,0,ROOT,_
2,43,的,u,0,ROOT,_
2,44,统一,a,0,ROOT,_
2,45,技术,n,0,ROOT,_
2,46,指导,v,0,ROOT,_
2,47,和,c,0,ROOT,_
2,48,范式,n,0,ROOT,_
2,49,，,wp,0,ROOT,_
2,50,向,p,0,ROOT,_
2,51,全世界,n,0,ROOT,_
2,52,公布,v,0,ROOT,_
2,53,参与,v,0,ROOT,_
2,54,载人,b,0,ROOT,_
2,55,航天,n,0,ROOT,_
2,56,工作,v,0,ROOT,_
2,57,的,u,0,ROOT,_
2,58,安全性,n,0,ROOT,_
2,59,准入,v,0,ROOT,_
2,60,条件,n,0,ROOT,_
2,61,，,wp,0,ROOT,_
2,62,是,v,0,ROOT,_
2,63,实施,v,0,ROOT,_
2,64,载人,b,0,ROOT,_
2,65,航天,n,0,ROOT,_
2,66,活动,v,0,ROOT,_
2,67,、,wp,0,ROOT,_
2,68,研制,v,0,ROOT,_
2,69,载人,b,0,ROOT,_
2,70,航天,n,0,ROOT,_
2,71,系统,n,0,ROOT,_
2,72,及,c,0,ROOT,_
2,73,载荷,n,0,ROOT,_
2,74,产品,n,0,ROOT,_
2,75,的,u,0,ROOT,_
2,76,安全性,n,0,ROOT,_
2,77,基线,n,0,ROOT,_
2,78,和,c,0,ROOT,_
2,79,门槛,n,0,ROOT,_
2,80,，,wp,0,ROOT,_
2,81,对,p,0,ROOT,_
2,82,进一步,d,0,ROOT,_
2,83,促进,v,0,ROOT,_
2,84,我国,n,0,ROOT,_
2,85,空间站,n,0,ROOT,_
2,86,国际,n,0,ROOT,_
2,87,合作,v,0,ROOT,_
2,88,具有,v,0,ROOT,_
2,89,重要,a,0,ROOT,_
2,90,意义,n,0,ROOT,_
2,91,。,wp,0,ROOT,_
3,1,该,r,0,ROOT,_
3,2,标准,n,0,ROOT,_
3,3,内容,n,0,ROOT,_
3,4,包括,v,0,ROOT,_
3,5,载人,b,0,ROOT,_
3,6,航天器,n,0,ROOT,_
3,7,安全性,n,0,ROOT,_
3,8,管理,v,0,ROOT,_
3,9,要求,n,0,ROOT,_
3,10,、,wp,0,ROOT,_
3,11,安全性,n,0,ROOT,_
3,12,技术,n,0,ROOT,_
3,13,要求,n,0,ROOT,_
3,14,、,wp,0,ROOT,_
3,15,安全性,n,0,ROOT,_
3,16,设计,v,0,ROOT,_
3,17,与,c,0,ROOT,_
3,18,验证,v,0,ROOT,_
3,19,要求,n,0,ROOT,_
3,20,、,wp,0,ROOT,_
3,21,在,v,0,ROOT,_
3,22,轨,n,0,ROOT,_
3,23,飞行,v,0,ROOT,_
3,24,任务,n,0,ROOT,_
3,25,安全性,n,0,ROOT,_
3,26,要求,n,0,ROOT,_
3,27,等,u,0,ROOT,_
3,28,，,wp,0,ROOT,_
3,29,从,p,0,ROOT,_
3,30,保证,n,0,ROOT,_
3,31,人,n,0,ROOT,_
3,32,的,u,0,ROOT,_
3,33,生命,n,0,ROOT,_
3,34,安全,a,0,ROOT,_
3,35,角度,n,0,ROOT,_
3,36,，,wp,0,ROOT,_
3,37,从,p,0,ROOT,_
3,38,顶层,nd,0,ROOT,_
3,39,规范,v,0,ROOT,_
3,40,了,u,0,ROOT,_
3,41,载人,b,0,ROOT,_
3,42,航天,n,0,ROOT,_
3,43,任务,n,0,ROOT,_
3,44,研制,v,0,ROOT,_
3,45,、,wp,0,ROOT,_
3,46,发射,v,0,ROOT,_
3,47,、,wp,0,ROOT,_
3,48,在轨,v,0,ROOT,_
3,49,运行,v,0,ROOT,_
3,50,、,wp,0,ROOT,_
3,51,返回,v,0,ROOT,_
3,52,、,wp,0,ROOT,_
3,53,着陆,v,0,ROOT,_
3,54,等,u,0,ROOT,_
3,55,阶段,n,0,ROOT,_
3,56,的,u,0,ROOT,_
3,57,安全性,n,0,ROOT,_
3,58,工作,v,0,ROOT,_
3,59,，,wp,0,ROOT,_
3,60,适用,v,0,ROOT,_
3,61,于,p,0,ROOT,_
3,62,载人,b,0,ROOT,_
3,63,飞船,n,0,ROOT,_
3,64,、,wp,0,ROOT,_
3,65,货运,n,0,ROOT,_
3,66,飞船,n,0,ROOT,_
3,67,、,wp,0,ROOT,_
3,68,空间站,n,0,ROOT,_
3,69,以及,c,0,ROOT,_
3,70,相关,v,0,ROOT,_
3,71,载荷,n,0,ROOT,_
3,72,产品,n,0,ROOT,_
3,73,等,u,0,ROOT,_
3,74,，,wp,0,ROOT,_
3,75,对于,p,0,ROOT,_
3,76,月球,n,0,ROOT,_
3,77,探测,v,0,ROOT,_
3,78,工程,n,0,ROOT,_
3,79,相关,v,0,ROOT,_
3,80,产品,n,0,ROOT,_
3,81,安全性,n,0,ROOT,_
3,82,设计,v,0,ROOT,_
3,83,也,d,0,ROOT,_
3,84,具有,v,0,ROOT,_
3,85,指导,v,0,ROOT,_
3,86,意义,n,0,ROOT,_
3,87,。,wp,0,ROOT,_
4,1,后续,v,0,ROOT,_
4,2,，,wp,0,ROOT,_
4,3,项目组,n,0,ROOT,_
4,4,将,d,0,ROOT,_
4,5,按,p,0,ROOT,_
4,6,计划,n,0,ROOT,_
4,7,开展,v,0,ROOT,_
4,8,各,r,0,ROOT,_
4,9,阶段,n,0,ROOT,_
4,10,编制,n,0,ROOT,_
4,11,工作,v,0,ROOT,_
4,12,，,wp,0,ROOT,_
4,13,确保,v,0,ROOT,_
4,14,标准,n,0,ROOT,_
4,15,顺利,a,0,ROOT,_
4,16,发布,v,0,ROOT,_
4,17,、,wp,0,ROOT,_
4,18,实施,v,0,ROOT,_
4,19,。,wp,0,ROOT,_
